date_of_stop,time_of_stop,agency,subagency,description,location,latitude,longitude,accident,belts,personal_injury,property_damage,fatal,commercial_license,hazmat,commercial_vehicle,alcohol,work_zone,state,vehicletype,year,make,model,color,violation_type,charge,article,contributed_to_accident,race,gender,driver_city,driver_state,dl_state,arrest_type,geolocation
2012-03-17,10:16:00,MCP,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,AMHERST AVE (N/B) / REEDIE DR,39.0388576833333,-77.0487386666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,TOYOTA,CAMRY 4S,GREEN,Citation,22-412.3(b),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0388576833333, -77.0487386666667)"
2013-05-28,16:01:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,SEVEN LOCKS RD / FONTAINE ST,39.048665,-77.162695,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2007,HOND,CRV,BLUE,Citation,22-412.3(b),Transportation Article,false,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,"(39.048665, -77.162695)"
2012-07-16,21:16:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 35 MPH ZONE,BRADLEY AT OAK FOREST LANE,39.0074165333333,-77.1489926333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,LNDR,HSE,BLACK,Citation,21-801.1,Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0074165333333, -77.1489926333333)"
2012-04-09,16:21:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,N/B RT 29 & INDUSTRIAL PKWY,39.05742475,-76.9693400666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2003,HONDA,CIVIC,GOLD,Citation,16-303(c),Transportation Article,false,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(39.05742475, -76.9693400666667)"
2012-02-20,19:06:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE @ RANDOLPH RD,39.05804505,-77.0493212,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1996,JAGUAR,X16,BLACK,Citation,16-303(h),Transportation Article,false,BLACK,M,LANHAM,MD,MD,A - Marked Patrol,"(39.05804505, -77.0493212)"
2012-02-08,18:16:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,ROCKVILLE PIKE @ BOU AVENUE,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,DODGE,CARAVAN,BLUE,Citation,21-902(b1),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
2012-12-03,22:42:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,MONTGOMERY AVE @  PEARL ST,38.9840454,-77.09131345,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,LINCOLN,4DR,GREEN,Citation,13-401(h),Transportation Article,false,BLACK,M,UPPER MARLBORO,MD,MD,A - Marked Patrol,"(38.9840454, -77.09131345)"
2012-07-20,17:24:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 17-106,UNIVERSITY BLVD W AND ORANGE DRIVE,39.0299618333333,-77.0216117333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1997,INFI,4S,BLACK,Citation,16-303(h),Transportation Article,false,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0299618333333, -77.0216117333333)"
2012-02-18,10:02:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE / RAMPART WAY,39.03464175,-77.0494671,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2007,CHRYSLER,TOWN & COUNTRY,RED,Citation,16-303(h),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.03464175, -77.0494671)"
2014-06-30,09:42:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,426 FREDERICK RD,39.1468483333333,-77.20559,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1995,NISS,4S,WHITE,Citation,16-303(c),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1468483333333, -77.20559)"
2012-05-16,23:16:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NORFOLK AVE / WOODMONT AVE,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,HONDA,ACCORD,GRAY,Citation,21-902(a1),Transportation Article,false,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,
2012-01-25,16:13:00,MCP,"2nd district, Bethesda",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,BEACH AVE/CONNECTICUT AVE,39.0078189166667,-77.0802745166667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2003,FORD,4S,GOLD,Citation,21-402(a),Transportation Article,true,WHITE,M,MONROVIA,MD,OH,A - Marked Patrol,"(39.0078189166667, -77.0802745166667)"
2012-05-24,19:16:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,CLOPPER AND FIRSTFIELD RD,39.14310205,-77.2220908333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,MERZ,TK,SILVER,Citation,16-101(a),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.14310205, -77.2220908333333)"
2012-11-17,02:24:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CLOPPER @ SENECA CREEK STATE PARK,,,false,false,false,false,false,false,false,false,false,false,VA,02 - Automobile,2004,NISSAN,350Z,SILVER,Citation,13-411(d),Transportation Article,false,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,
2012-01-25,01:41:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,NORTH BOUND 270 @ SHADY GROVE,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,FORD,EXPLORER,GRAY,Citation,21-902(b1),Transportation Article,false,WHITE,M,FREDERICK,MD,MD,A - Marked Patrol,
2012-05-30,20:17:00,MCP,"6th district, Gaithersburg / Montgomery Village",ATTEMPT BY DRIVER TO ELUDE POLICE IN OFFICIAL POLICE VEHICLE BY FAILING TO STOP,GREAT SENECA HWY @ MUDDY BRANCH RD,,,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2006,CHEVY,2500,GREEN,Citation,21-904(c1),Transportation Article,false,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
2012-05-07,16:01:00,MCP,"2nd district, Bethesda","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",MONTGOMERY & PEARL ST,38.9842955,-77.0901434666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2008,BUICK,LACROSSE,BLACK,Citation,16-303(h),Transportation Article,false,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol,"(38.9842955, -77.0901434666667)"
2012-02-14,04:22:00,MCP,"3rd district, Silver Spring",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,GEORGIA AVE @ THAYER,,,false,false,false,false,false,false,false,false,false,false,MD,01 - Motorcycle,2009,NISS,4S,BLACK,Citation,21-301(a),Transportation Article,true,WHITE,F,GREENBELT,MD,MD,A - Marked Patrol,
2013-05-28,14:10:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,NB KENTLANDS BLVD/BOOTH ST,39.1237670166667,-77.2403477833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,SUBARU,FORESTER,RED,Citation,22-412.3(b),Transportation Article,false,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1237670166667, -77.2403477833333)"
2012-03-18,13:50:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE,N. FREDERICK AT PROFESSIONAL DRIVE,39.1609025666667,-77.2217855333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,NISSAN,XTERRA,MAROON,Citation,21-801.1,Transportation Article,false,WHITE,M,GERMANTOWN,MD,MD,Q - Marked Laser,"(39.1609025666667, -77.2217855333333)"
2012-03-14,13:37:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,WOODFIELD RD/GOSHEN RD,39.1531218833333,-77.1709403,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2010,KIA,FORTE,,Citation,21-801.1,Transportation Article,false,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.1531218833333, -77.1709403)"
2016-01-05,11:33:00,MCP,"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,EB 370 @ METRO ENTRANCE,,,false,false,false,false,false,false,false,false,false,false,MD,05 - Light Duty Truck,2009,NISS,SW,WHITE,Warning,21-801.1,Transportation Article,false,WHITE,F,DERWOOD,MD,MD,G - Marked Moving Radar (Stationary),
2014-04-25,07:00:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,WISTERIA / WATERS,39.1814716666667,-77.2750683333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2013,HONDA,ACORD,GRAY,Citation,21-801.1,Transportation Article,false,ASIAN,F,OLNEY,MD,MD,E - Marked Stationary Radar,"(39.1814716666667, -77.2750683333333)"
2012-04-28,06:45:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,INNERLOOP 495 @ CONN AVE,39.0054561666667,-77.0800844666667,false,false,false,false,false,false,false,false,false,false,PA,01 - Motorcycle,2002,TOYOTA,CAMERY,GRAY,Citation,16-112(c),Transportation Article,false,HISPANIC,M,OXFORD,PA,PA,A - Marked Patrol,"(39.0054561666667, -77.0800844666667)"
2013-05-29,19:04:00,MCP,"1st district, Rockville",FAIL TO DISPLAY REG. CARD ON DEMAND,VEIRS MILL DRVE AND TWINBROOK PARKWAY,39.0726708333333,-77.1104462,false,false,false,true,false,false,false,false,false,false,MD,02 - Automobile,1999,PLYMOUTH,VOYAGER,GREEN,Citation,13-409(b),Transportation Article,true,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0726708333333, -77.1104462)"
2012-01-19,18:04:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,N/B 650 @ CHALMERS RD,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1992,HONDA,ACCORD,WHITE,Citation,13-401(h),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
2012-02-05,07:15:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 40 MPH ZONE,N.B 29 @ NEW HAMPSHIRE AVE,39.0422365666667,-76.99364305,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1997,TOYOTA,CAMRY,GOLD,Citation,21-801.1,Transportation Article,false,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0422365666667, -76.99364305)"
2014-09-21,00:12:00,MCP,"1st district, Rockville",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,18715 BUCKLODGE RD,39.1831716666667,-77.3109783333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2012,DODGE,TK,WHITE,Citation,21-801(b),Transportation Article,false,WHITE,M,BOYDS,MD,MD,A - Marked Patrol,"(39.1831716666667, -77.3109783333333)"
2012-12-20,06:50:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,EB I370 @ EXIT 3A,39.1277868666667,-77.1735584833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2009,HOND,4S,WHITE,Citation,21-801.1,Transportation Article,false,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1277868666667, -77.1735584833333)"
2014-05-31,22:05:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,GREAT SENECA / MATENY,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2005,NISSAN,ALTIMA,GOLD,Citation,22-412.3(b),Transportation Article,false,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,
2012-06-10,02:06:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,WOODFIELD RD/EMORY GROVE RD,39.15102695,-77.17444065,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1985,MERZ,190E,MAROON,Citation,21-204(b),Transportation Article,false,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.15102695, -77.17444065)"
2012-09-02,14:10:00,MCP,"3rd district, Silver Spring",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,COLESVILLE RD AT WAYNE AVE,38.9949229833333,-77.0295692333333,false,false,false,false,false,false,false,false,false,false,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(c),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9949229833333, -77.0295692333333)"
2012-08-31,00:21:00,MCP,"5th district, Germantown",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,RIIDGE RD @ 355,39.2033497166667,-77.2501136,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,CHRY,CONCORDE,WHITE,Citation,22-204(f),Transportation Article,false,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.2033497166667, -77.2501136)"
2012-01-15,03:58:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,GREAT SENECA @ MUDDY BRANCH RD,,,false,false,false,false,false,false,false,false,false,false,MD,01 - Motorcycle,2003,TOYT,CAMARY,SILVER,Citation,21-204(b),Transportation Article,false,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,
2012-03-29,20:39:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY DRUGS OR DRUGS AND ALCOHOL,NB GEORGIA AVE @ WELLER ROAD,39.0584157833333,-77.0480013,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1992,BMW,525,WHITE,Citation,21-902(c1),Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0584157833333, -77.0480013)"
2012-03-15,16:50:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,QUINCE ORCHARD RD. @ RT. 270,39.14747895,-77.2189080333333,false,false,false,false,false,true,false,false,false,false,VA,02 - Automobile,1990,HONDA,DX,"BLUE, LIGHT",Citation,16-101(a),Transportation Article,false,WHITE,M,LINCOLN,DE,,A - Marked Patrol,"(39.14747895, -77.2189080333333)"
2012-10-22,21:24:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB COLUMBIA PIKE AND CHERRY HILL ROAD,39.06456075,-76.9613901666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2003,LEXS,4S,MAROON,Citation,16-303(c),Transportation Article,false,BLACK,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.06456075, -76.9613901666667)"
2012-06-18,19:47:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,RTE 650 & VITAL WAY,39.0735903,-77.0028266833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1991,ACUR,INT,SILVER,Citation,21-707(a),Transportation Article,false,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0735903, -77.0028266833333)"
2012-11-29,03:44:00,MCP,"6th district, Gaithersburg / Montgomery Village",VEH. DRIVER GIVING FALSE AND FICTITIOUS NAME TO UNIFORMED POLICE,QUINCE ORCHARD RD AND QUINCE ORCHARD BLV,39.1347302666667,-77.2237628333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,BMW,4S,SILVER,Citation,16-112(e),Transportation Article,false,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1347302666667, -77.2237628333333)"
2012-08-28,13:04:00,MCP,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED ELECTRIC TURN SIGNALS,11006 VEIRS MILL ROAD,39.0352774333333,-77.0524927333333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1999,HONDA,ACCORD,GRAY,Citation,22-219(b),Transportation Article,false,WHITE,F,GREAT MILLS,MD,MD,A - Marked Patrol,"(39.0352774333333, -77.0524927333333)"
2012-06-30,03:42:00,MCP,"1st district, Rockville",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,TWINBROOK PKWY @ PARKLAWN DR,39.0610255666667,-77.11649105,false,true,false,true,false,false,false,false,false,false,MD,02 - Automobile,2000,HYUN,SONATA,"GREEN, DK",Citation,21-301(a),Transportation Article,true,WHITE,M,RIVERDALE,MD,MD,A - Marked Patrol,"(39.0610255666667, -77.11649105)"
2012-12-18,15:33:00,MCP,"1st district, Rockville",PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,VEIRS MILL ROAD AT RANDOLPH ROAD,39.0561536666667,-77.0830164333333,false,false,false,false,false,false,false,false,false,false,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(c),Transportation Article,false,ASIAN,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.0561536666667, -77.0830164333333)"
2014-09-13,15:51:00,MCP,"3rd district, Silver Spring",KNOWINGLY DRIVING AN UNINSURED VEHICLE,RT198/29,39.1113083333333,-76.931495,false,false,false,false,false,false,false,false,false,false,DC,02 - Automobile,2000,NISSAN,MAXIMA,GOLD,Citation,17-107,Transportation Article,false,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1113083333333, -76.931495)"
2012-02-06,19:47:00,MCP,"2nd district, Bethesda",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,NB OLD GEORGETOWN RD / GREENTREE RD,39.0009722666667,-77.1095473833333,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2009,HONDA,ODYSSEY (VAN),"BLUE, LIGHT",Citation,16-101(a),Transportation Article,false,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0009722666667, -77.1095473833333)"
2014-01-23,20:29:00,MCP,"3rd district, Silver Spring","DRIVING, ATTEMPTING TO DRIVE VEH. WHILE IMPAIRED BY ALCOHOL",SLIGO AVE @ PINEY BRANCH RD,,,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2004,NISSAN,MAXIMA,BLACK,Citation,21-902(b1),Transportation Article,false,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
2013-01-24,16:00:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ASPEN HILL RD / CONNECTICUT AVE,39.07999055,-77.080231,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2002,SUBARU,FORESTER,SILVER,Citation,21-201(a1),Transportation Article,false,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.07999055, -77.080231)"
2012-07-31,09:49:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106,CONNECTICUTE /EVERETT STREET,39.0197770666667,-77.07703755,false,false,false,false,false,false,false,false,false,false,VA,08 - Recreational Vehicle,2011,CHEVROLET,TRAVERSE,BLUE,Citation,16-303(h),Transportation Article,false,BLACK,M,CLARKSBURG,MD,MD,Q - Marked Laser,"(39.0197770666667, -77.07703755)"
2012-10-05,22:33:00,MCP,"5th district, Germantown",DRIVING  VEH. WHILE IMPAIRED BY CONTROLLED DANGEROUS SUBSTANCE,23000 BLOCK OF RIDGE ROAD,39.1846577833333,-77.26278435,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1993,NISSAN,SENTRA,"BLUE, DARK",Citation,21-902(d1),Transportation Article,false,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1846577833333, -77.26278435)"
2012-05-31,22:59:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,AIRCRAFT DR/CENTURY BLVD,39.1846632666667,-77.2604778,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2001,HONDA,2DR,BLACK,Citation,13-401(h),Transportation Article,false,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1846632666667, -77.2604778)"
2012-04-20,20:29:00,MCP,"1st district, Rockville",FAILURE TO STOP AT STOP SIGN,HALPINE RD @ LEWIS AVE,39.0657091666667,-77.12329905,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1998,SATURN,SL,TAN,Citation,21-707(a),Transportation Article,false,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0657091666667, -77.12329905)"
2012-03-21,02:58:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N/B FATHER HURLEY EXIT TO N/B I-270,39.1998402166667,-77.2645794,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,1999,DODGE,4DR,WHITE,Citation,16-112(c),Transportation Article,false,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1998402166667, -77.2645794)"
2013-05-28,16:23:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,VEIRS MILL RD @ NEWPORT MILL RD,39.0449147333333,-77.06448185,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2006,FORD,E150,WHITE,Citation,21-309(b),Transportation Article,false,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0449147333333, -77.06448185)"
2013-04-14,01:50:00,MCP,Headquarters and Special Operations,DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,ROUTE 495 AND ROUTE 270,39.0285983333333,-77.1142716666667,false,false,false,false,false,false,false,false,false,false,MD,02 - Automobile,2000,TOYOTA,CN,BLACK,Citation,21-310(a),Transportation Article,false,WHITE,M,COLUMBIA,MD,MD,B - Unmarked Patrol,"(39.0285983333333, -77.1142716666667)"
